"internalId"	"name"	"source"	"npcValue"	"lore"	"flags"	"category"	"recipes"
"MANTI_CORE"	"Manti-core"	"HypixelWiki"	5000000	"&7An array of cells from different

&7creatures mashed together in some

&7crude, unnatural arrangement.



&eRight-click to view recipes!



&6&lLEGENDARY&r"		"Item"	
"ORGAN_DONOR_ARTIFACT"	"Organ Donor Artifact"	"HypixelAPI"	10000	""			
"WILL_O_WISP"	"Will-o'-wisp"	"HypixelAPI"	0	""			
"BOUNCY_LEGGINGS"	"Bouncy Leggings"	"HypixelAPI"	1	"&7Gear Score: &d125 &8(136)
&7Crit Chance: &c+5% &8(+5%)
&7Health: &a+105 &8(+115.5)

&6Full Set Bonus: Bouncing Arrow &7(0/4)
&7Your arrows have a &e25% &7chance to
&7bounce to another target after it
&7hits something.

&7&8This item can be reforged!
&7&4❣ &cRequires &cCatacombs Skill 12&c.
&9&lRARE DUNGEON LEGGINGS&r"		"Leggings"	
"PET_SKIN_PARROT_CROW"	"Crow Parrot Skin"	"HypixelWiki"	0	"&8Consumed on use

&7&7Pet skins change the look and
&7particle trail of your pet but only
&7one skin can be active at a time!

&7&7This skin can only be applied to
&7Parrot pets.

&7&eRight-click on your summoned pet to
&eapply this skin!

&5&lEPIC COSMETIC&r"		"Cosmetic"	
"PET_SKIN_PARROT_TOUCAN"	"Toucan Parrot Skin"	"HypixelWiki"	0	"&8Consumed on use

&7&7Pet skins change the look and
&7particle trail of your pet but only
&7one skin can be active at a time!

&7&7This skin can only be applied to
&7Parrot pets.

&7&eRight-click on your summoned pet to
&eapply this skin!

&5&lEPIC COSMETIC&r"		"Cosmetic"	
"RUNE_GEM_3"	"◆ Gem Rune III"	"HypixelWiki"	0	"&8Requires level 4
&8Bows

&7Create a gem effect behind your
&7arrows!

&7Apply this rune to bows or fuse two
&7together at the Runic Pedestal!

&f&l COMMON COSMETIC&r"		"Cosmetic"	
"BOUNCY_HELMET"	"Bouncy Helmet"	"HypixelAPI"	1	"&7Gear Score: &d85 &8(92)
&7Crit Chance: &c+5% &8(+5%)
&7Health: &a+65 &8(+71.5)

&6Full Set Bonus: Bouncing Arrow &7(0/4)
&7Your arrows have a &e25% &7chance to
&7bounce to another target after it
&7hits something.

&7&8This item can be reforged!
&7&4❣ &cRequires &cCatacombs Skill 12&c.
&9&lRARE DUNGEON HELMET&r"		"Helmet"	
"BONE_REAVER"	"Bone Reaver"	"HypixelAPI"	0	"&7Gear Score: &d325 &8(358)
&7Damage: &c+235 &8(+258.5)
&7Strength: &c+90 &8(+99)
&7Swing Range: &a+0.5 &8(+0.5)

&6Ability: Reaving Strike  &e&lRIGHT CLICK&r
&7Slash in a huge arc, dealing &c125% &7melee
&7damage to all enemies hit!
&8Charges: &e4 &8/ &a5s

&7Deals &c+1% &7damage to &aUndead
&amonsters &7for every &a1% &7of your
&7missing health.

&7&8This item can be reforged!
&7&4❣ &cRequires &cThe Catacombs Floor IV Completion&c.
&5&lEPIC DUNGEON LONGSWORD&r"		"Longsword"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""BONE_REAVER"",""resultQuantity"":1,""crafting"":{""2"":{""itemId"":""ENCHANTED_BONE_BLOCK"",""quantity"":20},""5"":{""itemId"":""SPIRIT_BONE"",""quantity"":5},""8"":{""itemId"":""SPIRIT_SWORD"",""quantity"":1}}}]"
"PET_SKIN_PHEONIX_FLAMINGO"	"Flamingo Phoenix Skin"	"HypixelWiki"	0	"&8Consumed on use

&7&7Pet skins change the look and
&7particle trail of your pet but only
&7one skin can be active at a time!

&7&7This skin can only be applied to
&7Phoenix pets.

&7&eRight-click on your summoned pet to
&eapply this skin!

&5&lEPIC COSMETIC&r"		"Cosmetic"	
"BUILDERS_RULER"	"Builder's Ruler"	"HypixelAPI"	0	"
&6Ability: Area Planner  &e&lRIGHT CLICK&r
&7Right-Click the top of a block to
&7place a line of blocks.

&6Ability: Organized Builder  &e&lSNEAK RIGHT CLICK&r
&7Sneak Right-Click a block to collect
&7all blocks in a line.

&6Ability: Built-in Storage  &e&lLEFT CLICK&r
&7Opens the ruler storage. Blocks will
&7be placed from your inventory or
&7the ruler storage.

&6&lLEGENDARY&r"		"Item"	
"MITHRIL_LANTERN"	"Mithril Lantern"	"HypixelAPI"	0	""			
"RED_ROSE:3"	"Azure Bluet"	"HypixelAPI"	1	"&f&lCOMMON&r"		"Item"	
"GLACITE_LANTERN"	"Glacite Lantern"	"HypixelAPI"	0	""			
"MECHAMIND_GARDEN_CHIP"	"Mechamind Chip"	"HypixelWiki"	100000	"&8Garden Chip



&6Ability: Mechamind 

&7Grants &a1.5% &7more &eFarming Tool

&7Experience per &9Chip &7Level!



&7Redeem Chips to increase their rarity!



&eRight-Click to redeem!

&eShift Right-Click to redeem all!



&9&lRARE GARDEN CHIP&r"		"Garden Chip"	
"BUTTERFLY_BARN_SKIN"	"Butterfly Barn Skin"	"HypixelAPI"	0	"&7&7Consume this item to unlock the
&7&5Butterfly Barn Skin &7on &aThe Garden&7!

&eClick to consume!

&5&lEPIC COSMETIC&r"		"Cosmetic"	
"RECORD_12"	"Music Disc - Wait"	"HypixelAPI"	20	"&a&lUNCOMMON&r"		"Item"	
"TITANIUM_LANTERN"	"Titanium Lantern"	"HypixelAPI"	0	""			
"STAINED_GLASS:7"	"Gray Stained Glass"	"HypixelAPI"	3	"&f&lCOMMON&r"		"Item"	
"DRAGONFADE_CLOAK"	"Dragonfade Cloak"	"HypixelAPI"	5000	"&7Strength: &c+5
&7Health: &a+30
&7Defense: &a+5

&7All stats on this piece of equipment
&7are multiplied by &53x &7while on &dThe End&7!

&7&7Multiplies damage dealt to &5Dragons
&5&7by &c1.01x&7.

&7&8This item can be reforged!
&7&4❣ &cRequires &aCombat Skill 15&c.
&5&lEPIC CLOAK&r"		"Cloak"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""DRAGONFADE_CLOAK"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""RITUAL_RESIDUE"",""quantity"":1},""2"":{""itemId"":""RITUAL_RESIDUE"",""quantity"":1},""3"":{""itemId"":""RITUAL_RESIDUE"",""quantity"":1},""4"":{""itemId"":""MITE_GEL"",""quantity"":16},""5"":{""itemId"":""ABSOLUTE_ENDER_PEARL"",""quantity"":16},""6"":{""itemId"":""MITE_GEL"",""quantity"":16},""7"":{""itemId"":""MITE_GEL"",""quantity"":16},""8"":{""itemId"":""ABSOLUTE_ENDER_PEARL"",""quantity"":16},""9"":{""itemId"":""MITE_GEL"",""quantity"":16}}}]"
"MAGMA_LORD_LEGGINGS"	"Magma Lord Leggings"	"HypixelAPI"	350000	"&7Strength: &c+10
&7Crit Damage: &c+35%
&7Sea Creature Chance: &c+4.5%
&7Health: &a+250
&7Defense: &a+200
&7 &8[&8⚔&8] &8[&8⚔&8] &8[&8☂&8] &8[&8☂&8]

&8Tiered Bonus: Fireproof (0/2)
&7Provides immunity to &cCrimson Isle
&cLava&7.

&8Tiered Bonus: Lord's Blessing (0/5)
&7Grants &3+1α Sea Creature Chance&7.
&7Grants &b+5✯ Magic Find &7on Lava Sea
&7Creatures.

&7Damage taken by &cLava Sea
&cCreatures &7is reduced by &a15% &7and
&7damage dealt is increased by &c1.3x&7.

&7&8This item can be reforged!
&7&4❣ &cRequires &aFishing Skill 45&c.
&6&lLEGENDARY LEGGINGS&r"		"Leggings"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""MAGMA_LORD_LEGGINGS"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""MAGMA_LORD_FRAGMENT"",""quantity"":1},""2"":{""itemId"":""MAGMA_LORD_FRAGMENT"",""quantity"":1},""3"":{""itemId"":""MAGMA_LORD_FRAGMENT"",""quantity"":1},""4"":{""itemId"":""MAGMA_LORD_FRAGMENT"",""quantity"":1},""6"":{""itemId"":""MAGMA_LORD_FRAGMENT"",""quantity"":1},""7"":{""itemId"":""MAGMA_LORD_FRAGMENT"",""quantity"":1},""9"":{""itemId"":""MAGMA_LORD_FRAGMENT"",""quantity"":1}}}]"
"MELON_DICER_3"	"Melon Dicer 3.0"	"HypixelAPI"	0	"&7 &8[&8☘&8] &8[&8☘&8] &8[&8☘&8]

&7&7Gain &3+10☯ Farming Wisdom &7while
&7harvesting melons&7.

&6Ability: Roll em'++ 
&7Every melon you break, you make
&7a wish to &dRNGesus &7which may
&7grant you with a few or TONS of
&7extra melons!

&7''Almost identical to the Melon Dicer''
&7''2.0, but it has 3.0 in the name!''

&7&8This item can be reforged!
&6&lLEGENDARY AXE&r"		"Axe"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""MELON_DICER_3"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_MELON_BLOCK"",""quantity"":16},""2"":{""itemId"":""ENCHANTED_MELON_BLOCK"",""quantity"":16},""3"":{""itemId"":""ENCHANTED_MELON_BLOCK"",""quantity"":16},""4"":{""itemId"":""ENCHANTED_MELON_BLOCK"",""quantity"":16},""5"":{""itemId"":""MELON_DICER_2"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_MELON_BLOCK"",""quantity"":16},""7"":{""itemId"":""ENCHANTED_MELON_BLOCK"",""quantity"":16},""8"":{""itemId"":""ENCHANTED_MELON_BLOCK"",""quantity"":16},""9"":{""itemId"":""ENCHANTED_MELON_BLOCK"",""quantity"":16}}}]"
"BURNING_TERROR_BOOTS"	"Burning Terror Boots"	"HypixelAPI"	0	"&7Crit Damage: &c+79%
&7Health: &a+206
&7Defense: &a+64
&7Speed: &a+19
&7Intelligence: &a+8
&7 &8[&8⚔&8] &8[&8⚔&8]

&8Tiered Bonus: Hydra Strike (0/4)
&7&7Every &a0.2s&7, arrow attacks grant &c1&7
&7stack of &6⁑ Hydra Strike&7. &8Lose 1 stack
&8after 4s of not gaining a stack.
&7
&7&7Each stack grants &c+3.5% Damage&7 and &b+2%
&bArrow Speed&7.
&7
&7&7At &c10&7 stacks shoot &a+2&7 arrows that deal &c40%
&cArrow Damage&8.

&7&8This item can be reforged!
&7&4❣ &cRequires &aCombat Skill 32&c.
&7&4❣ &cRequires Kuudra Burning Tier Completion&c.
&6&lLEGENDARY BOOTS&r"		"Boots"	
"ICE_FIREPLACE"	"Ice Fireplace"	"HypixelAPI"	0	"&8Furniture
&8Holiday Cosmetic

&7This exclusive &cHoliday &7cosmetic can
&7be placed on your island or traded.

&5&lEPIC&r"		"Item"	
"PET_SKIN_RABBIT_PLUSHIE"	"Plushie Rabbit Skin"	"HypixelWiki"	0	"&8Consumed on use

&7&7Pet skins change the look and
&7particle trail of your pet but only
&7one skin can be active at a time!

&7&7This skin can only be applied to
&7Rabbit pets.

&7&eRight-click on your summoned pet to
&eapply this skin!

&5&lEPIC COSMETIC&r"		"Cosmetic"	
"MAWDUST_DAGGER"	"Twilight Dagger"	"HypixelAPI"	0	"&7Damage: &c+90

&7Strength: &c+45

&7Crit Damage: &9+15%

&7 &8[⚔]



&7Deal &c1.5x &7damage to &4♨ Infernal &7mobs.

&7Deal &c1.2x &7damage to &f🦴 Skeletal &7mobs.

&7Gain &3+15☯ Combat Wisdom&7 against &4♨

&4Infernal &7mobs.

&7 

&6Ability: Attunement  &e&lRIGHT CLICK&r

&7Swap between &fSpirit &7and &bCrystal &7mode in order

&7to attack through Hellion Shields.

&7 

&7Attuned: &fSpirit



&6Ability: Wraith Drain

&7On hit, heal for &c200 &7+ &c4%❤ &7after &a6s

&7if the Hellion Shield has switched

&7attunement.



&8This item can be reforged!

&9&lRARE SWORD&r"		"Sword"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""MAWDUST_DAGGER"",""resultQuantity"":1,""crafting"":{""2"":{""itemId"":""ENCHANTED_SULPHUR"",""quantity"":5},""5"":{""itemId"":""MOLTEN_POWDER"",""quantity"":1},""8"":{""itemId"":""STICK"",""quantity"":1}}}]"
"BURNING_HOLLOW_LEGGINGS"	"Burning Hollow Leggings"	"HypixelAPI"	0	"&7Health: &a+352
&7Defense: &a+94
&7Speed: &a+8
&7Intelligence: &a+135
&7Mending: &a+8
&7 &8[&8⚔&8] &8[&8⚔&8]

&8Tiered Bonus: Spirit (0/4)
&7Every &a3s&7, up to 5 nearby player's attacks
&7grant &c1&7 stack of &6⚶ Spirit&7. &8(Max 20 Stacks)
&7&8Lose 1 after 4s of not gaining a stack.
&7
&7&7Stacks can be used with a &6Hollow Wand&7 to cast
&7spells.

&7&8This item can be reforged!
&7&4❣ &cRequires &aCombat Skill 32&c.
&7&4❣ &cRequires Kuudra Burning Tier Completion&c.
&6&lLEGENDARY LEGGINGS&r"		"Leggings"	
"ENDER_STONE_GENERATOR_2"	"End Stone Minion II"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and mining end stone!
&7Requires an open area to place end
&7stone. Minions also work when you
&7are offline!

&7Time Between Actions: &a26s
&7Max Storage: &e192
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""ENDER_STONE_GENERATOR_2"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENDER_STONE"",""quantity"":20},""2"":{""itemId"":""ENDER_STONE"",""quantity"":20},""3"":{""itemId"":""ENDER_STONE"",""quantity"":20},""4"":{""itemId"":""ENDER_STONE"",""quantity"":20},""5"":{""itemId"":""ENDER_STONE_GENERATOR_1"",""quantity"":1},""6"":{""itemId"":""ENDER_STONE"",""quantity"":20},""7"":{""itemId"":""ENDER_STONE"",""quantity"":20},""8"":{""itemId"":""ENDER_STONE"",""quantity"":20},""9"":{""itemId"":""ENDER_STONE"",""quantity"":20}}}]"
"RECORD_11"	"Music Disc - 11"	"HypixelAPI"	20	"&a&lUNCOMMON&r"		"Item"	
"PET_SKIN_RAT_SECRAT_SERVICE"	"Secrat Service Rat Skin"	"HypixelWiki"	0	"&8Consumed on use

&7&7Pet skins change the look and
&7particle trail of your pet but only
&7one skin can be active at a time!

&7&7This skin can only be applied to Rat
&7pets.

&7&eRight-click on your summoned pet to
&eapply this skin!

&5&lEPIC COSMETIC&r"		"Cosmetic"	
"BRONZE_BOWL"	"Bronze Bowl"	"HypixelAPI"	5000	"&7A broken old bowl. Maybe you can
&7use it to upgrade your &6Ship&7?

&eRight-click to view recipes!

&a&lUNCOMMON&r"		"Item"	
"CAT_TALISMAN"	"Cat Talisman"	"HypixelAPI"	1000	"&7Speed: &a+1

&8&l* &r&8Soulbound &8&l*&r
&a&lUNCOMMON ACCESSORY&r"		"Accessory"	
"DYE_CYCLAMEN"	"Cyclamen Dye"	"HypixelWiki"	0	"&7&8Combinable in Anvil

&7Changes the color of an armor piece
&7to &c#F56FA1&7!

&6&lLEGENDARY DYE&r"		"Cosmetic"	
"SLIME_BLOCK"	"Slime Block"	"HypixelAPI"	45	"&f&lCOMMON&r"		"Item"	
"DYE_FROSTBITTEN"	"Frostbitten Dye"	"HypixelWiki"	0	"&7&8Combinable in Anvil

&7Changes the color of an armor piece
&7to &3#09D8EB&7!

&6&lLEGENDARY DYE&r"		"Cosmetic"	
"LOUDMOUTH_BASS"	"Loudmouth Bass"	"HypixelAPI"	0	"&7Right-click a player holding a
&7&fLoudmouth Bass&7 to engage in a duel!
&7The heavier your bass is, the more
&7likely it is to win!

&7&7The winning bass will &cconsume &7the
&7other and grow heavier.

&7&7If your bass is consumed, you
&7receive some &fFish Food&7 and &3Social
&3XP&7 as compensation, scaling with
&7bass weight.

&7Current weight: &a1 lb
&8Upgrades rarity in 49 lbs

&f&lCOMMON&r"		"Item"	
"MANGROVE_VINE"	"Mangrove Vine"	"HypixelAPI"	51440	"&7Foraging Fortune: &a+5
&7Sweep: &a+1

&7&8This item can be reforged!
&7&4❣ &cRequires &aForaging Skill 12&c.
&9&lRARE BELT&r"		"Belt"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""MANGROVE_VINE"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""STRETCHING_STICKS"",""quantity"":16},""2"":{""itemId"":""ENCHANTED_MANGROVE_LOG"",""quantity"":16},""3"":{""itemId"":""STRETCHING_STICKS"",""quantity"":16},""4"":{""itemId"":""ENCHANTED_MANGROVE_LOG"",""quantity"":16},""5"":{""itemId"":""ENCHANTED_SEA_LUMIES"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_MANGROVE_LOG"",""quantity"":16},""7"":{""itemId"":""STRETCHING_STICKS"",""quantity"":16},""8"":{""itemId"":""ENCHANTED_MANGROVE_LOG"",""quantity"":16},""9"":{""itemId"":""STRETCHING_STICKS"",""quantity"":16}}}]"
"HARD_STONE_GENERATOR_12"	"Hard Stone Minion XII"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and mining Hard Stone!
&7Requires an open area to place
&7Hard Stone. Minions also work when
&7you are offline!

&7Time Between Actions: &a6s
&7Max Storage: &e960
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	
"LIGHT_BLUE_SMALL_BACKPACK"	"Small Backpack"	"HypixelAPI"	0	"&a&lUNCOMMON&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""LIGHT_BLUE_SMALL_BACKPACK"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""INK_SACK:12"",""quantity"":1},""2"":{""itemId"":""INK_SACK:12"",""quantity"":1},""3"":{""itemId"":""INK_SACK:12"",""quantity"":1},""4"":{""itemId"":""INK_SACK:12"",""quantity"":1},""5"":{""itemId"":""SMALL_BACKPACK"",""quantity"":1},""6"":{""itemId"":""INK_SACK:12"",""quantity"":1},""7"":{""itemId"":""INK_SACK:12"",""quantity"":1},""8"":{""itemId"":""INK_SACK:12"",""quantity"":1},""9"":{""itemId"":""INK_SACK:12"",""quantity"":1}}}]"
"RECORD_10"	"Music Disc - Ward"	"HypixelAPI"	20	"&a&lUNCOMMON&r"		"Item"	
"END_STONE_BOW"	"End Stone Bow"	"HypixelAPI"	2500	"&7Damage: &c+140

&6Ability: Extreme Focus  &e&lLEFT CLICK&r
&7Consumes all your mana, and your next hit will
&7deal that much more damage!

&7&8This item can be reforged!
&7&4❣ &cRequires &aCombat Skill 15&c.
&5&lEPIC BOW&r"		"Bow"	
"BROWN_GREATER_BACKPACK"	"Greater Backpack"	"HypixelAPI"	0	"&5&lEPIC&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""BROWN_GREATER_BACKPACK"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""INK_SACK:3"",""quantity"":1},""2"":{""itemId"":""INK_SACK:3"",""quantity"":1},""3"":{""itemId"":""INK_SACK:3"",""quantity"":1},""4"":{""itemId"":""INK_SACK:3"",""quantity"":1},""5"":{""itemId"":""GREATER_BACKPACK"",""quantity"":1},""6"":{""itemId"":""INK_SACK:3"",""quantity"":1},""7"":{""itemId"":""INK_SACK:3"",""quantity"":1},""8"":{""itemId"":""INK_SACK:3"",""quantity"":1},""9"":{""itemId"":""INK_SACK:3"",""quantity"":1}}}]"
"RAILS"	"Rail"	"HypixelAPI"	1	"&f&lCOMMON&r"		"Item"	
"LIME_SMALL_BACKPACK"	"Small Backpack"	"HypixelAPI"	0	"&a&lUNCOMMON&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""LIME_SMALL_BACKPACK"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""INK_SACK:10"",""quantity"":1},""2"":{""itemId"":""INK_SACK:10"",""quantity"":1},""3"":{""itemId"":""INK_SACK:10"",""quantity"":1},""4"":{""itemId"":""INK_SACK:10"",""quantity"":1},""5"":{""itemId"":""SMALL_BACKPACK"",""quantity"":1},""6"":{""itemId"":""INK_SACK:10"",""quantity"":1},""7"":{""itemId"":""INK_SACK:10"",""quantity"":1},""8"":{""itemId"":""INK_SACK:10"",""quantity"":1},""9"":{""itemId"":""INK_SACK:10"",""quantity"":1}}}]"
"ENDERMAN_GENERATOR_9"	"Enderman Minion IX"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and slaying Endermen!
&7Minions also work when you are
&7offline!

&7Time Between Actions: &a22s
&7Max Storage: &e768
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""ENDERMAN_GENERATOR_9"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_EYE_OF_ENDER"",""quantity"":6},""2"":{""itemId"":""ENCHANTED_EYE_OF_ENDER"",""quantity"":6},""3"":{""itemId"":""ENCHANTED_EYE_OF_ENDER"",""quantity"":6},""4"":{""itemId"":""ENCHANTED_EYE_OF_ENDER"",""quantity"":6},""5"":{""itemId"":""ENDERMAN_GENERATOR_8"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_EYE_OF_ENDER"",""quantity"":6},""7"":{""itemId"":""ENCHANTED_EYE_OF_ENDER"",""quantity"":6},""8"":{""itemId"":""ENCHANTED_EYE_OF_ENDER"",""quantity"":6},""9"":{""itemId"":""ENCHANTED_EYE_OF_ENDER"",""quantity"":6}}}]"
"RECORD_9"	"Music Disc - Strad"	"HypixelAPI"	20	"&a&lUNCOMMON&r"		"Item"	
"SLEEPING_EYE"	"Sleeping Eye"	"HypixelAPI"	0	"&7Keep this item in your inventory to
&7recover your placed Summoning Eye
&7when you leave or when you click
&7the Ender Altar.

&7This item becomes imbued with the
&7magic of the Dragon when it spawns,
&7turning it into a Remnant of the Eye.

&5&lEPIC&r"		"Item"	
"BUNDLED_SNOWMAN"	"Bundled Snowman"	"HypixelAPI"	0	"&8Furniture
&8Holiday Cosmetic

&7This exclusive &cHoliday &7cosmetic can
&7be placed on your island or traded.

&5&lEPIC&r"		"Item"	
"FLY_SWATTER"	"Fly Swatter"	"HypixelAPI"	500000	"&eRight-click to view recipes!

&5&lEPIC&r"		"Item"	
"REVENANT_FLESH"	"Revenant Flesh"	"HypixelAPI"	1	"&eRight-click to view recipes!

&a&lUNCOMMON&r"		"Item"	
"NIGHTMARE_NULLIFIER"	"Nightmare Nullifier"	"HypixelAPI"	1	"&7Why have nightmares when you can
&7drink coffee instead?

&8&l* &r&8Co-op Soulbound &8&l*&r
&a&lUNCOMMON&r"		"Item"	
"BUNNY_CABINET"	"Bunny Cabinet"	"HypixelAPI"	0	"&8Furniture
&8Easter Cosmetic

&7This exclusive &dEaster &7cosmetic can
&7be placed on your island or traded.

&5&lEPIC&r"		"Item"	
"LOG_2:1"	"Dark Oak Log"	"HypixelAPI"	2	"&7&8Collection Item

&f&lCOMMON&r"		"Collection"	
"PET_SKIN_WOLF_DOGE"	"Doge Wolf Skin"	"HypixelWiki"	0	"&8Consumed on use

&7&7Pet skins change the look and
&7particle trail of your pet but only
&7one skin can be active at a time!

&7&7This skin can only be applied to Wolf
&7pets.

&7&eRight-click on your summoned pet to
&eapply this skin!

&5&lEPIC COSMETIC&r"		"Cosmetic"	
"STAINED_CLAY:12"	"Brown Hardened Clay"	"HypixelAPI"	2	"&f&lCOMMON&r"		"Item"	
"PET_SKIN_REINDEER_ZODIAC_HORSE"	"Zodiac Horse Reindeer Skin"	"HypixelWiki"	0	"&8Consumed on use

&7&7Pet skins change the look and
&7particle trail of your pet but only
&7one skin can be active at a time!

&7&7This skin can only be applied to
&7Reindeer pets.

&7&eRight-click on your summoned pet to
&eapply this skin!

&5&lEPIC COSMETIC&r"		"Cosmetic"	
"TREASURITE"	"Treasurite"	"HypixelAPI"	5000	"&7&7''Origin unknown.''

&5&lEPIC&r"		"Item"	
"BUNNY_ARMCHAIR"	"Bunny Armchair"	"HypixelAPI"	0	"&8Furniture
&8Easter Cosmetic

&7This exclusive &dEaster &7cosmetic can
&7be placed on your island or traded.

&5&lEPIC&r"		"Item"	
"ENCHANTED_BOOKSHELF"	"Enchanted Bookshelf"	"HypixelAPI"	2700	"&7&7Place near an &9Enchantment Table &7to
&7provide Bookshelf Power. The higher
&7the Bookshelf Power, the more
&7enchantments are available.
&7
&7&7Bookshelf Power: &915

&a&lUNCOMMON&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""ENCHANTED_BOOKSHELF"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_OAK_LOG"",""quantity"":1},""2"":{""itemId"":""ENCHANTED_OAK_LOG"",""quantity"":1},""3"":{""itemId"":""ENCHANTED_OAK_LOG"",""quantity"":1},""4"":{""itemId"":""ENCHANTED_PAPER"",""quantity"":2},""5"":{""itemId"":""ENCHANTED_PAPER"",""quantity"":2},""6"":{""itemId"":""ENCHANTED_PAPER"",""quantity"":2},""7"":{""itemId"":""ENCHANTED_OAK_LOG"",""quantity"":1},""8"":{""itemId"":""ENCHANTED_OAK_LOG"",""quantity"":1},""9"":{""itemId"":""ENCHANTED_OAK_LOG"",""quantity"":1}}}]"
"PET_SKIN_ROCK_SUS"	"Sus Rock Skin"	"HypixelWiki"	0	"&8Consumed on use

&7&7Pet skins change the look and
&7particle trail of your pet but only
&7one skin can be active at a time!

&7&7This skin can only be applied to Rock
&7pets.

&aThis skin is animated!

&7&eRight-click on your summoned pet to
&eapply this skin!

&d&lMYTHIC COSMETIC&r"		"Cosmetic"	
"BUILDER_BUSH"	"Bush"	"HypixelAPI"	10	"&8Decoration Item

&f&lCOMMON&r"		"Item"	
"FLORID_ZOMBIE_SWORD"	"Florid Zombie Sword"	"HypixelAPI"	0	"&7Damage: &c+150
&7Strength: &c+80
&7Intelligence: &a+100
&7 &8[&7✎&8] &8[&8❤&8]

&6Ability: Instant Heal  &e&lRIGHT CLICK&r
&7Heal for &c168 &7+ &c5%❤ &7and heal players within &a8
&a&7blocks for &c56❤&7.
&8Mana Cost: &370
&8Charges: &e5 &8/ &a15s

&7Gain &a+2 &7extra max charges when you
&7play as a &aHealer &7in Dungeons.

&7&8This item can be reforged!
&6&lLEGENDARY SWORD&r"		"Sword"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""FLORID_ZOMBIE_SWORD"",""resultQuantity"":1,""crafting"":{""2"":{""itemId"":""HEALING_TISSUE"",""quantity"":12},""5"":{""itemId"":""HEALING_TISSUE"",""quantity"":12},""8"":{""itemId"":""ORNATE_ZOMBIE_SWORD"",""quantity"":1}}}]"
"PET_SKIN_SCATHA_GOLDEN"	"Golden Scatha Skin"	"HypixelWiki"	0	"&8Consumed on use

&7&7Pet skins change the look and
&7particle trail of your pet but only
&7one skin can be active at a time!

&7&7This skin can only be applied to
&7Scatha pets.

&aThis skin is animated!

&7&eRight-click on your summoned pet to
&eapply this skin!

&d&lMYTHIC COSMETIC&r"		"Cosmetic"	
"BROWN_MUSHROOM"	"Brown Mushroom"	"HypixelAPI"	10	"&7&8Collection Item

&f&lCOMMON&r"		"Collection"	
"FAKE_SHURIKEN"	"Extremely Real Shuriken"	"HypixelAPI"	0	"&7Can be thrown at &cEnemies &7to tag
&7them. Grants &b+5% &b✯ Magic Find &7when
&7a tagged &cEnemy &7is killed.
&7&8Cooldown: &a1s

&5X&5 Rift-Transferable X
&9&lRARE&r"		"Rift Item"	
"BUILDER_LILAC_FRUIT"	"Lilac Fruit"	"HypixelAPI"	10	"&8Decoration Item

&f&lCOMMON&r"		"Item"	
"LOG_2"	"Acacia Log"	"HypixelAPI"	2	"&7&8Collection Item

&f&lCOMMON&r"		"Collection"	
"BURNING_KUUDRA_CORE"	"Burning Kuudra Core"	"HypixelAPI"	1	"&7Hunter Fortune: &a+1

&7Gain &d+1☘ Hunter Fortune&7.

&7&7''A remnant of the core of Kuudra!''

&eRight-click to view recipes!

&9&lRARE ACCESSORY&r"		"Accessory"	
"MEDIUM_FROG_TREAT"	"Medium Frog Treat"	"HypixelAPI"	0	"&7Use at &bKat &7to upgrade &eFrog Pets
&e&7from &aUncommon &7to &9Rare.

&8&l* &r&8Soulbound &8&l*&r
&9&lRARE PET ITEM&r"		"Pet Item"	
